0,104.10025,212.16321,
1,-186.10109,-249.81396,
2,-98.56581,-233.32007,
3,-218.56111,-124.84889,
4,83.12601,63.52841,
5,224.91681,100.478516,
6,-105.05174,173.31354,
7,255.24847,-122.653305,
8,-47.54779,-24.68631,
9,-246.71213,10.896454,
10,124.7847,-158.5291,
11,-47.782898,212.37482,
12,4.4833374,144.70062,
13,2.9709473,246.36371,
14,-262.20642,191.3912,
15,4.2122498,-194.0299,
16,253.86615,53.129913,
17,-79.52615,-111.27498,
18,232.34448,150.29529,
19,222.2684,-160.85416,
20,-33.984924,95.43033,
21,-19.224396,-109.93349,
22,-34.21187,36.241028,
23,-13.546753,67.29559,
24,175.4772,-210.61676,
25,-106.373764,208.02908,
26,-171.42825,-66.60536,
27,-131.41899,203.58551,
28,-197.87906,242.4303,
29,-47.512375,-13.948151,
30,-3.6072998,85.854645,
31,-93.12796,264.69324,
32,84.307495,-170.0358,
33,101.42523,203.59201,
34,-18.303131,-141.35106,
35,-246.54486,-47.194305,
36,-103.12549,-255.12155,
37,-174.19241,-49.023056,
38,53.2489,103.509674,
39,254.90472,-228.8506,
40,-132.06741,-109.21475,
41,240.71796,100.65372,
42,277.42535,-116.48404,
43,-37.197006,41.185486,
44,-27.851074,-88.45363,
45,56.527863,-108.7899,
46,37.301544,134.67725,
47,-74.38641,147.96088,
48,19.362762,97.494415,
49,-235.86914,-227.34833,
