0,-254.49745,-240.50742,
1,-70.65796,169.46976,
2,-162.08746,-274.7286,
3,-217.76753,-225.68828,
4,-161.67609,166.28775,
5,28.968811,-158.0646,
6,24.691528,-167.53531,
7,228.20667,-268.413,
8,-133.88026,39.55066,
9,16.828827,164.35434,
10,-105.3642,-139.33957,
11,-206.57155,165.62524,
12,5.133423,91.22894,
13,146.96756,176.38763,
14,-18.247284,-182.18475,
15,51.8674,-33.468018,
16,-183.0577,-112.1517,
17,232.71716,-57.936844,
18,275.15588,269.0791,
19,112.813995,220.90866,
20,101.49542,-279.3282,
21,17.67099,209.6893,
22,-269.7051,-187.22946,
23,72.98831,171.00552,
24,112.06662,-48.00006,
25,-69.31613,-94.15636,
26,10.575531,124.429596,
27,59.461212,-139.2652,
28,-195.00839,-33.456375,
29,259.85773,110.16147,
30,-256.23724,173.93604,
31,128.30713,201.0141,
32,54.47928,-204.21127,
33,-270.23245,-48.989273,
34,13.730011,3.4154358,
35,-278.04492,-265.98343,
36,-2.2903137,249.7528,
37,-187.0206,222.99704,
38,-178.20876,-176.1109,
39,-96.2495,-69.48494,
40,-272.14648,-95.47862,
41,-268.78937,215.60406,
42,-236.97705,-173.6408,
43,-258.711,-183.383,
44,-137.43178,115.433624,
45,203.27744,-141.86794,
46,-268.34396,-71.745865,
47,-159.37238,-224.20459,
48,-277.05014,274.7727,
49,56.27295,-210.54204,
50,-224.21118,-271.10608,
51,-58.471268,149.2313,
52,-77.16014,89.299866,
53,-126.78435,271.99896,
54,-134.65535,-52.130203,
55,-10.56369,-117.907974,
56,210.80869,-43.043045,
57,-55.295425,147.62201,
58,-241.63083,-272.034,
59,82.932465,15.47934,
60,-172.93967,-226.45618,
61,83.91516,-80.900955,
62,269.4347,199.48712,
63,155.969,223.39047,
64,-5.077484,-180.83536,
65,193.56537,54.069885,
66,-179.90996,-214.41252,
67,-7.785614,-158.8548,
68,-18.489227,-279.28082,
69,-199.71973,-130.66841,
70,-95.03255,-1.5650024,
71,-215.59425,86.34,
72,234.57501,-259.29956,
73,-143.92145,181.6336,
74,-41.671448,-226.22551,
75,-175.36069,155.50201,
76,32.46045,-235.95557,
77,228.50195,-92.98221,
78,-185.49567,196.69128,
79,82.08249,29.222229,
80,-248.4651,63.761627,
81,100.20618,-5.8991394,
82,-118.14426,104.10989,
83,232.63593,-64.34093,
84,220.35837,62.565002,
85,55.626892,127.556244,
86,13.552856,29.796204,
87,-169.37901,26.911194,
88,-227.70871,-88.3069,
89,266.63367,-183.58685,
90,259.6432,5.3673706,
91,115.61597,154.8689,
92,8.1597595,59.611053,
93,100.879364,27.647644,
94,223.55081,166.04648,
95,-11.890717,-27.238068,
96,258.01898,242.25745,
97,-134.149,-121.09816,
98,-97.679,92.634705,
99,-154.31277,15.731842,
100,-274.02344,212.98862,
101,-171.57623,105.0264,
102,143.59518,-88.59291,
103,-152.98123,-111.63466,
104,-205.53935,44.35678,
105,234.01807,21.499512,
106,-236.52507,-228.62672,
107,83.947235,-190.7644,
108,-85.76164,-264.65793,
109,231.25473,-76.36307,
110,138.10388,183.5781,
111,132.54669,132.10678,
112,-46.0867,-13.355408,
113,267.30182,-36.134735,
114,147.96951,-240.14806,
115,-117.95424,-159.43268,
116,-92.44864,-36.87558,
117,-264.09705,180.19135,
118,-2.4024353,-71.34532,
119,6.070526,-202.53404,
120,61.50699,-33.535507,
121,-165.62735,187.3594,
122,54.48523,-6.60791,
123,143.70325,122.635345,
124,141.44348,152.61383,
125,157.64392,208.04648,
126,-270.2111,113.816895,
127,278.40222,31.99527,
128,-202.03711,107.55371,
129,-33.253036,254.80737,
130,-120.54294,113.86209,
131,180.8729,78.23895,
132,-75.81738,81.413605,
133,115.89694,-145.66177,
134,-241.83273,-110.51224,
135,77.52991,107.91449,
136,-228.98154,-225.05138,
